OrtGel,Bina_Yasi,OrtOda,Ort_Y,Nufus,Ort_Hane,Enlem,Boylam,Port_no,Fiyat
1.3578,40,4.524096385542169,1.108433734939759,409,2.463855421686747,37.85,-122.27,120,1.475
1.7135,42,4.478142076502732,1.002732240437158,929,2.538251366120218,37.85,-122.27,121,1.598
1.725,52,5.096234309623431,1.131799163179916,1015,2.123430962343096,37.84,-122.27,122,1.139
2.1806,52,5.193846153846154,1.036923076923077,853,2.624615384615385,37.84,-122.27,123,0.997
2.6,52,5.270142180094787,1.035545023696683,1006,2.383886255924171,37.84,-122.27,124,1.326
2.4038,41,4.495798319327731,1.033613445378151,317,2.663865546218487,37.85,-122.28,125,1.075
2.4597,49,4.728033472803348,1.02092050209205,607,2.539748953974895,37.85,-122.28,126,0.938
1.808,52,4.780856423173804,1.060453400503778,1102,2.775818639798489,37.85,-122.28,127,1.055
1.6424,50,4.40169133192389,1.040169133192389,1131,2.391120507399577,37.84,-122.28,128,1.089
1.6875,52,4.703225806451613,1.032258064516129,395,2.548387096774194,37.84,-122.28,129,1.32
1.9274,49,5.068783068783069,1.182539682539683,863,2.283068783068783,37.84,-122.28,130,1.223
1.9615,52,4.882086167800454,1.090702947845805,1168,2.648526077097506,37.84,-122.28,131,1.152
1.7969,48,5.737313432835821,1.22089552238806,1026,3.062686567164179,37.84,-122.27,132,1.104
1.375,49,5.030395136778115,1.112462006079027,754,2.291793313069909,37.83,-122.27,133,1.049
2.7303,51,4.972014925373134,1.07089552238806,1258,2.347014925373134,37.83,-122.27,134,1.097
1.4861,49,4.602272727272728,1.068181818181818,570,2.159090909090909,37.83,-122.27,135,0.972
1.0972,48,4.807486631016043,1.155080213903743,987,2.63903743315508,37.83,-122.27,136,1.045
1.4103,52,3.749379652605459,0.967741935483871,901,2.235732009925558,37.83,-122.28,137,1.039
3.48,52,4.757281553398058,1.067961165048544,689,2.229773462783172,37.83,-122.26,138,1.914
2.5898,52,3.494252873563219,1.027298850574713,1377,1.978448275862069,37.83,-122.26,139,1.76
2.0978,52,4.215189873417722,1.060759493670886,946,2.394936708860759,37.83,-122.26,140,1.554
1.2852,51,3.759036144578313,1.248995983935743,517,2.076305220883534,37.83,-122.26,141,1.5
1.025,49,3.772486772486773,1.068783068783069,462,2.444444444444445,37.84,-122.26,142,1.188
3.9643,52,4.797979797979798,1.02020202020202,467,2.358585858585859,37.84,-122.26,143,1.888
3.0125,52,4.941780821917808,1.065068493150685,660,2.26027397260274,37.83,-122.26,144,1.844
2.6768,52,4.335078534031414,1.099476439790576,718,1.879581151832461,37.83,-122.26,145,1.823
2.026,50,3.700657894736842,1.059210526315789,616,2.026315789473684,37.83,-122.26,146,1.425
1.7348,43,3.980237154150198,1.233201581027668,558,2.205533596837945,37.82,-122.27,147,1.375
0.9506,40,3.9,1.21875,423,2.64375,37.82,-122.26,148,1.875
1.775,40,2.6875,1.065340909090909,700,1.988636363636364,37.82,-122.27,149,1.125
0.9218,21,2.045662100456621,1.034246575342466,735,1.678082191780822,37.82,-122.27,150,1.719
1.5045,43,4.58968058968059,1.12039312039312,1061,2.606879606879607,37.82,-122.27,151,0.938
1.1108,41,4.473611111111111,1.184722222222222,1959,2.720833333333333,37.82,-122.27,152,0.975
1.2475,52,4.075,1.14,1162,2.905,37.82,-122.27,153,1.042
1.6098,52,5.021459227467811,1.008583690987124,701,3.008583690987125,37.82,-122.28,154,0.875
1.4113,52,4.295454545454546,1.104545454545454,576,2.618181818181818,37.82,-122.28,155,0.831
1.5057,52,4.77992277992278,1.111969111969112,622,2.401544401544402,37.82,-122.28,156,0.875
0.8172,52,6.102459016393443,1.372950819672131,728,2.983606557377049,37.82,-122.28,157,0.853
1.2171,52,4.5625,1.121710526315789,1074,3.532894736842105,37.82,-122.28,158,0.803
2.5625,2,2.771929824561404,0.7543859649122807,94,1.649122807017544,37.82,-122.29,159,0.6
3.3929,52,5.994652406417113,1.128342245989305,554,2.962566844919786,37.83,-122.29,160,0.757
6.1183,49,5.869565217391305,1.260869565217391,86,3.739130434782609,37.82,-122.29,161,0.75
0.9011,50,6.229508196721311,1.557377049180328,377,3.09016393442623,37.81,-122.29,162,0.861
1.191,52,7.69811320754717,1.490566037735849,521,3.276729559748428,37.81,-122.3,163,0.761
2.5938,48,6.225563909774436,1.368421052631579,392,2.947368421052631,37.81,-122.3,164,0.735
1.1667,52,5.401069518716578,1.117647058823529,604,3.229946524064171,37.81,-122.3,165,0.784
0.8056,48,4.382530120481928,1.066265060240964,788,2.373493975903615,37.81,-122.3,166,0.844
2.6094,52,6.98639455782313,1.659863945578231,492,3.346938775510204,37.8,-122.29,167,0.813
1.8516,52,6.975609756097561,1.329268292682927,274,3.341463414634146,37.81,-122.3,168,0.85
0.9802,46,4.584288052373159,1.054009819967267,1823,2.983633387888707,37.81,-122.29,169,1.292
1.7719,26,6.047244094488189,1.196850393700787,392,3.086614173228346,37.81,-122.29,170,0.825
0.7286,46,3.375451263537906,1.072202166064982,582,2.101083032490975,37.81,-122.29,171,0.952
1.75,49,5.552631578947368,1.342105263157895,560,3.684210526315789,37.81,-122.29,172,0.75
0.4999,46,1.714285714285714,0.5714285714285714,18,2.571428571428572,37.81,-122.29,173,0.675
2.483,20,6.278195488721805,1.210526315789474,290,2.180451127819549,37.81,-122.29,174,1.375
0.9241,17,2.817767653758542,1.052391799544419,762,1.735763097949886,37.81,-122.28,175,1.775
2.4464,36,5.724950884086444,1.104125736738703,1236,2.428290766208252,37.81,-122.28,176,1.021
1.1111,19,5.830917874396135,1.173913043478261,721,3.483091787439613,37.81,-122.28,177,1.083
0.8026,23,5.369230769230769,1.150769230769231,1054,3.243076923076923,37.81,-122.29,178,1.125
2.0114,38,4.412903225806452,1.135483870967742,344,2.219354838709677,37.8,-122.28,179,1.313
1.5,17,3.197231833910035,1.0,609,2.107266435986159,37.81,-122.28,180,1.625
1.1667,52,3.75,1.0,183,3.267857142857143,37.81,-122.27,181,1.125
1.5208,52,3.908045977011494,1.114942528735632,200,2.298850574712644,37.81,-122.28,182,1.125
0.8075,52,2.490322580645161,1.058064516129032,346,2.232258064516129,37.81,-122.28,183,1.375
1.8088,35,5.609467455621302,1.088757396449704,467,2.763313609467456,37.81,-122.28,184,1.188
2.4083,52,6.721739130434782,1.243478260869565,377,3.278260869565218,37.81,-122.28,185,0.982
0.977,40,2.315789473684211,1.186842105263158,582,1.531578947368421,37.81,-122.27,186,1.188
0.76,10,2.651515151515151,1.054545454545454,546,1.654545454545455,37.81,-122.27,187,1.625
0.9722,10,2.692307692307693,1.076923076923077,125,3.205128205128205,37.8,-122.27,188,1.375
1.2434,52,2.929411764705882,0.9176470588235294,396,4.658823529411765,37.8,-122.27,189,5.00001
2.0938,16,2.74585635359116,1.082872928176795,800,2.209944751381216,37.8,-122.27,190,1.625
0.8668,52,2.443181818181818,0.9886363636363636,904,10.27272727272727,37.8,-122.28,191,1.375
0.75,52,2.823529411764706,0.9117647058823529,191,5.617647058823529,37.8,-122.28,192,1.625
2.6354,27,3.493377483443709,1.149006622516556,718,2.377483443708609,37.79,-122.27,193,1.875
1.8477,39,3.67237687366167,1.334047109207709,1327,2.841541755888651,37.8,-122.27,194,1.792
2.0096,36,2.294016358157555,1.066293585880327,3469,1.493327593628928,37.8,-122.26,195,1.3
2.8345,31,3.894915254237288,1.127966101694915,2048,1.735593220338983,37.82,-122.26,196,1.838
2.0062,29,3.681318681318681,1.175824175824176,202,2.21978021978022,37.81,-122.26,197,1.25
1.2185,22,2.9456,1.016,2024,1.6192,37.82,-122.26,198,1.7
2.6104,37,3.707142857142857,1.107142857142857,1838,1.875510204081633,37.82,-122.26,199,1.931
2.4912,29,3.7248,1.1312,2304,1.8432,37.81,-122.25,200,2.578
3.2177,28,3.878423513694055,1.070808283233133,2563,1.712090848363393,37.81,-122.25,201,2.734
3.125,39,3.745614035087719,1.06140350877193,389,1.706140350877193,37.81,-122.25,202,2.375
2.5795,52,3.515497553017945,1.143556280587276,895,1.460032626427406,37.81,-122.25,203,3.5
2.8406,34,3.281721632196758,1.069871436556736,2689,1.503074343208496,37.81,-122.26,204,3.357
4.9306,52,6.184426229508197,0.9221311475409836,674,2.762295081967213,37.82,-122.24,205,3.134
3.2727,52,4.442982456140351,1.057017543859649,709,1.554824561403509,37.81,-122.24,206,2.685
3.1691,52,4.165876777251185,1.090047393364929,686,1.625592417061611,37.81,-122.25,207,2.594
3.9,52,4.848189415041783,1.045961002785515,1444,2.011142061281337,37.82,-122.24,208,2.757
3.9063,28,4.160847880299252,1.066084788029925,1520,1.895261845386534,37.82,-122.25,209,2.25
5.0917,52,5.628458498023716,1.142292490118577,550,2.173913043478261,37.82,-122.25,210,2.625
2.6429,32,3.727005870841487,1.074363992172211,1806,1.767123287671233,37.82,-122.25,211,2.185
3.0233,26,3.253081347576007,0.9827444535743632,1749,1.437140509449466,37.82,-122.25,212,2.55
3.1484,52,4.578034682080925,1.077071290944123,939,1.809248554913295,37.83,-122.25,213,2.241
3.4722,35,3.822274881516588,1.014218009478673,675,1.599526066350711,37.83,-122.25,214,2.431
3.1429,52,4.395189003436426,0.9862542955326461,534,1.835051546391752,37.83,-122.25,215,2.316
2.4234,28,3.023479831426851,1.053582179409994,2558,1.54003612281758,37.83,-122.25,216,2.185
3.0897,52,4.040501446480231,1.065573770491803,1786,1.722275795564127,37.83,-122.25,217,2.341
5.8596,50,6.742627345844504,1.06970509383378,970,2.600536193029491,37.84,-122.23,218,3.276
5.2868,47,6.546391752577319,0.9360824742268041,1098,2.263917525773196,37.84,-122.23,219,3.476
5.956,41,6.851063829787234,1.079787234042553,794,2.111702127659575,37.83,-122.24,220,3.661
4.9643,37,7.106382978723405,1.148936170212766,98,2.085106382978724,37.85,-122.24,221,3.35
6.3434,52,6.947890818858561,1.01985111662531,1061,2.632754342431762,37.85,-122.23,222,3.736
5.1773,52,6.358558558558559,1.034234234234234,1177,2.120720720720721,37.84,-122.24,223,3.895
7.2354,52,7.11716621253406,0.9945504087193461,901,2.455040871934605,37.85,-122.24,224,3.911
5.457,28,5.530334728033472,1.096234309623431,2031,2.124476987447699,37.85,-122.22,225,3.373
7.5,50,6.127348643006263,0.9874739039665971,1031,2.152400835073069,37.84,-122.22,226,2.952
6.0194,44,5.735343383584589,1.0,1358,2.274706867671692,37.84,-122.21,227,2.923
7.5544,40,7.631498470948012,1.030581039755352,1616,2.470948012232416,37.83,-122.21,228,4.115
6.0666,30,6.446064139941691,1.008746355685131,844,2.46064139941691,37.84,-122.2,229,3.115
7.0548,34,6.125,0.9879032258064516,1140,2.298387096774194,37.84,-122.21,230,3.259
11.6017,18,8.335051546391753,1.082474226804124,533,2.747422680412371,37.84,-122.19,231,3.926
7.4882,35,6.467268623024831,1.038374717832957,1072,2.419864559819413,37.84,-122.2,232,3.193
6.8976,34,6.612271540469973,1.028720626631854,1627,2.124020887728459,37.83,-122.21,233,3.333
8.2049,28,6.978947368421053,0.968421052631579,463,2.436842105263158,37.83,-122.19,234,3.352
8.401,26,7.530805687203792,1.056872037914692,542,2.56872037914692,37.83,-122.2,235,3.512
6.8538,29,6.657992565055762,1.007434944237918,661,2.45724907063197,37.83,-122.19,236,3.689
8.317,32,6.977186311787072,1.003802281368821,635,2.414448669201521,37.82,-122.19,237,3.659
7.0175,37,6.982954545454546,1.028409090909091,420,2.386363636363636,37.82,-122.2,238,3.667
6.3302,39,7.54,1.068,1265,2.53,37.82,-122.2,239,3.628
6.3624,30,5.615384615384615,0.7307692307692307,126,2.423076923076923,37.81,-122.18,240,4.833
7.0549,52,6.785714285714286,0.9514285714285714,813,2.322857142857143,37.82,-122.21,241,3.314
6.7851,45,6.957746478873239,1.023474178403756,1067,2.504694835680751,37.81,-122.2,242,3.235
2.8929,50,5.132246376811594,1.096014492753623,1260,2.282608695652174,37.8,-122.21,243,2.167
3.0812,38,4.628336755646817,1.098562628336756,951,1.952772073921971,37.8,-122.21,244,2.331
5.2402,52,6.200892857142857,0.9464285714285714,510,2.276785714285714,37.81,-122.21,245,2.964
6.5217,52,6.39935064935065,1.087662337662338,765,2.483766233766234,37.81,-122.22,246,2.737
3.2632,52,4.745652173913044,1.010869565217391,1129,2.454347826086956,37.8,-122.22,247,2.277
3.0298,52,5.183673469387755,1.052154195011338,1073,2.433106575963719,37.8,-122.22,248,1.996
4.5428,52,5.283495145631068,1.050485436893204,1185,2.300970873786408,37.8,-122.22,249,2.398
4.072,52,5.952941176470588,0.9970588235294118,756,2.223529411764706,37.81,-122.22,250,2.701
5.3509,52,5.65067178502879,1.028790786948176,1034,1.984644913627639,37.81,-122.22,251,3.021
3.1603,52,4.429193899782135,1.058823529411765,787,1.714596949891068,37.8,-122.23,252,2.695
4.7708,52,6.727699530516432,1.075117370892019,612,2.873239436619718,37.81,-122.23,253,3.147
8.1564,52,7.702631578947368,1.057894736842105,1021,2.686842105263158,37.81,-122.22,254,3.901
8.8793,52,8.972868217054264,1.131782945736434,861,3.337209302325582,37.81,-122.23,255,4.103
6.8591,52,7.599388379204893,0.9571865443425076,953,2.914373088685015,37.81,-122.24,256,3.524
6.0302,52,5.8203125,0.9296875,634,2.4765625,37.81,-122.24,257,2.873
7.508,52,7.994318181818182,1.036931818181818,878,2.494318181818182,37.81,-122.23,258,3.487
2.7477,52,4.333333333333333,1.138716356107661,918,1.900621118012422,37.81,-122.24,259,2.438
2.1944,52,5.074285714285714,0.96,360,2.057142857142857,37.8,-122.24,260,2.115
3.0149,52,4.276639344262295,1.045081967213115,1197,2.452868852459016,37.8,-122.25,261,2.184
3.675,52,4.851351351351352,0.9691119691119691,1048,2.023166023166023,37.81,-122.24,262,2.699
3.225,46,4.326639892904953,1.117804551539491,1373,1.838018741633199,37.81,-122.25,263,2.188
2.9345,42,4.059113300492611,1.049261083743842,1715,1.689655172413793,37.8,-122.25,264,2.25
2.1429,43,3.274238227146814,1.096952908587258,1359,1.882271468144044,37.8,-122.25,265,2.5
1.6121,41,3.561743341404358,1.135593220338983,1062,2.571428571428572,37.8,-122.25,266,1.714
1.3929,29,3.192755498059508,1.117723156532988,1335,1.727037516170763,37.8,-122.25,267,1.938
2.3173,27,3.804195804195804,1.146853146853147,1171,2.729603729603729,37.79,-122.24,268,1.25
1.7772,45,3.882608695652174,1.143478260869565,1475,3.206521739130435,37.79,-122.25,269,0.975
2.6458,50,3.209183673469388,0.9591836734693877,742,3.785714285714286,37.79,-122.25,270,1.25
2.181,52,3.68870523415978,1.077134986225895,1086,2.991735537190082,37.79,-122.25,271,1.388
2.2303,36,3.0902394106814,1.116022099447514,1645,3.029465930018416,37.8,-122.25,272,1.167
1.6504,43,3.639751552795031,1.004658385093168,1710,2.65527950310559,37.8,-122.25,273,1.518
2.2697,52,4.368421052631579,1.0,731,3.206140350877193,37.8,-122.24,274,1.27
2.1563,52,4.585014409221902,1.07492795389049,1118,3.221902017291066,37.8,-122.24,275,1.286
2.1348,52,4.734328358208955,1.188059701492537,1006,3.002985074626866,37.8,-122.24,276,1.406
2.6292,47,3.693140794223827,1.061371841155235,1213,2.189530685920578,37.8,-122.24,277,1.827
2.3833,52,4.638132295719845,1.124513618677043,772,3.003891050583658,37.8,-122.23,278,1.469
2.957,52,4.496259351620948,1.047381546134663,1321,3.29426433915212,37.8,-122.24,279,1.228
2.5238,49,4.192023633677991,1.106351550960118,1487,2.19645494830133,37.8,-122.24,280,1.693
1.9375,52,4.209677419354839,0.989247311827957,488,2.623655913978495,37.8,-122.23,281,1.266
1.9028,51,4.056122448979592,1.056122448979592,949,2.420918367346939,37.8,-122.23,282,1.279
2.25,50,4.20722891566265,1.156626506024096,1149,2.768674698795181,37.8,-122.23,283,1.235
2.3929,52,4.471428571428572,1.067857142857143,844,3.014285714285714,37.8,-122.23,284,1.119
2.1917,43,4.844029244516653,1.091795288383428,4367,3.547522339561332,37.79,-122.23,285,1.128
2.9357,52,4.327669902912621,0.9587378640776699,1659,4.026699029126213,37.79,-122.23,286,1.079
1.8854,30,3.798479087452471,1.003802281368821,1011,3.844106463878327,37.79,-122.23,287,1.375
2.1638,39,3.776349614395887,1.107969151670951,1464,3.763496143958869,37.79,-122.24,288,1.055
2.125,47,4.528052805280528,1.303630363036304,1237,4.082508250825082,37.79,-122.24,289,0.955
3.375,52,4.011904761904762,1.071428571428571,647,3.851190476190476,37.79,-122.24,290,1.161
2.2542,43,4.554621848739496,1.053221288515406,1284,3.596638655462185,37.79,-122.24,291,1.122
2.1,51,3.181818181818182,0.7818181818181819,228,4.145454545454546,37.79,-122.25,292,0.75
1.6,39,3.747967479674797,1.048780487804878,381,3.097560975609756,37.79,-122.25,293,1.125
3.625,52,3.973568281938326,1.044052863436123,846,3.726872246696035,37.79,-122.25,294,1.25
1.6929,20,3.510355029585799,1.152366863905326,1659,2.454142011834319,37.8,-122.26,295,1.15
1.6471,52,2.833333333333333,0.927536231884058,520,3.768115942028985,37.77,-122.22,296,0.95
2.59,52,4.38996138996139,1.162162162162162,866,3.343629343629344,37.77,-122.22,297,0.964
2.57,52,4.202185792349726,1.12568306010929,612,3.344262295081967,37.77,-122.23,298,0.72
2.6429,52,3.746031746031746,1.158730158730159,415,3.293650793650793,37.78,-122.23,299,0.713
3.0257,52,4.046948356807512,1.009389671361502,994,4.666666666666667,37.78,-122.23,300,0.808
1.4886,50,4.025157232704403,1.111111111111111,1525,3.19706498951782,37.78,-122.22,301,1.288
1.9338,43,3.242009132420091,1.077625570776256,1506,3.438356164383562,37.78,-122.23,302,1.125
1.4844,52,3.866666666666667,1.011764705882353,1008,3.952941176470588,37.78,-122.23,303,1.194
1.6009,44,3.115845539280959,1.098535286284953,2813,3.745672436750999,37.78,-122.23,304,1.181
2.0375,48,4.944606413994169,1.154518950437318,1481,4.317784256559767,37.79,-122.23,305,1.225
2.293,49,5.365296803652968,0.9908675799086758,859,3.922374429223744,37.79,-122.23,306,1.063
2.1494,37,4.479923518164436,1.097514340344168,1608,3.074569789674952,37.79,-122.22,307,1.325
1.6198,30,4.357142857142857,1.035714285714286,425,3.035714285714286,37.79,-122.23,308,1.227
1.3281,40,5.054347826086956,1.081521739130435,564,3.065217391304348,37.79,-122.23,309,1.133
3.5156,44,5.466911764705882,1.154411764705882,961,3.533088235294118,37.79,-122.22,310,1.095
3.9048,52,4.998540145985402,1.007299270072993,2273,3.318248175182482,37.79,-122.22,311,1.647
3.0893,52,3.907692307692308,0.9743589743589743,600,3.076923076923077,37.79,-122.21,312,1.25
2.6042,46,4.489563567362429,1.091081593927894,1647,3.125237191650854,37.79,-122.22,313,1.247
2.5,49,4.306603773584905,1.061320754716981,1201,2.832547169811321,37.79,-122.22,314,1.367
2.7969,38,4.626707132018209,1.078907435508346,2167,3.288315629742034,37.79,-122.22,315,1.417
2.8321,29,4.823529411764706,1.105882352941177,939,2.761764705882353,37.79,-122.2,316,1.5
2.9583,47,5.284246575342466,1.051369863013699,859,2.941780821917808,37.79,-122.21,317,1.388
2.8365,34,4.581395348837209,1.079457364341085,1517,2.939922480620155,37.79,-122.21,318,1.392
2.875,35,4.520725388601036,1.059585492227979,1143,2.961139896373057,37.79,-122.21,319,1.438
3.0682,39,4.316810344827586,1.077586206896552,1109,2.390086206896552,37.8,-122.21,320,1.565
3.0757,39,4.524663677130045,1.002242152466368,1221,2.737668161434978,37.8,-122.21,321,1.51
4.9559,43,6.692307692307693,1.096703296703297,1115,2.450549450549451,37.8,-122.2,322,2.73
4.7721,52,5.772388059701493,1.093283582089552,706,2.634328358208955,37.8,-122.2,323,2.171
3.4861,52,4.984419263456091,1.007082152974504,1883,2.6671388101983,37.8,-122.21,324,1.871
5.1184,41,6.088235294117647,1.041176470588235,804,2.364705882352941,37.8,-122.2,325,2.396
4.0977,48,5.242063492063492,1.043650793650794,506,2.007936507936508,37.8,-122.21,326,2.297
4.744,48,7.117647058823529,1.088235294117647,610,2.563025210084034,37.8,-122.19,327,2.573
4.2727,46,5.837349397590361,1.02710843373494,768,2.313253012048193,37.8,-122.19,328,2.469
2.9844,50,5.260869565217392,1.059782608695652,462,2.510869565217391,37.79,-122.19,329,1.799
4.1739,40,4.51063829787234,1.08936170212766,667,2.838297872340426,37.79,-122.2,330,1.696
3.8487,46,5.115288220551379,1.015037593984963,1059,2.654135338345865,37.8,-122.2,331,2.033
4.0114,52,6.545126353790613,0.9783393501805054,637,2.299638989169675,37.8,-122.19,332,2.634
4.6563,45,5.986784140969163,0.9933920704845814,1106,2.436123348017621,37.79,-122.19,333,2.318
2.9297,28,4.699551569506727,1.137518684603886,1737,2.596412556053812,37.79,-122.19,334,1.405
2.3036,35,4.62051282051282,1.176923076923077,1009,2.587179487179487,37.79,-122.2,335,1.26
2.6667,49,4.2,0.9285714285714286,737,3.509523809523809,37.79,-122.2,336,1.22
2.619,44,3.30142566191446,0.9205702647657841,1354,2.757637474541752,37.79,-122.2,337,1.347
2.4167,45,4.462025316455696,1.124472573839662,1530,3.227848101265823,37.79,-122.21,338,1.394
2.7788,45,4.210416666666666,1.1,1410,2.9375,37.79,-122.2,339,1.154
2.7352,46,3.934973637961336,0.8927943760984183,1390,2.442882249560633,37.78,-122.21,340,1.373
1.8472,52,5.490706319702602,1.115241635687732,1065,3.95910780669145,37.78,-122.21,341,1.37
2.6583,52,4.310204081632653,0.9142857142857143,792,3.23265306122449,37.78,-122.21,342,1.426
3.0536,49,3.66530612244898,0.9959183673469387,779,3.179591836734694,37.78,-122.21,343,1.375
2.3906,44,4.865573770491803,1.163934426229508,2269,3.719672131147541,37.78,-122.22,344,1.117
1.7188,43,4.181818181818182,1.13022113022113,1227,3.014742014742015,37.78,-122.21,345,1.268
2.625,47,3.655601659751037,1.029045643153527,753,3.12448132780083,37.78,-122.21,346,1.113
2.8015,40,3.659259259259259,0.8444444444444444,547,4.051851851851852,37.77,-122.22,347,1.148
1.7276,50,4.036363636363636,1.075,1807,4.106818181818181,37.78,-122.22,348,1.023
2.0801,44,3.38989898989899,1.038383838383838,1700,3.434343434343434,37.78,-122.22,349,1.319
2.489,51,4.165394402035624,1.178117048346056,1543,3.926208651399491,37.78,-122.22,350,1.191
1.7546,52,4.733333333333333,1.046666666666667,1085,3.616666666666667,37.76,-122.21,351,0.806
4.0904,52,4.313868613138686,1.262773722627737,353,2.576642335766423,37.77,-122.21,352,0.806
2.6765,52,5.0,1.026845637583893,473,3.174496644295302,37.77,-122.21,353,0.888
2.4338,49,4.703933747412008,1.031055900621118,1621,3.356107660455486,37.77,-122.2,354,1.024
2.3309,46,3.485875706214689,1.059322033898305,1183,3.34180790960452,37.77,-122.21,355,0.987
2.2604,43,3.671480144404332,1.184115523465704,836,3.018050541516245,37.77,-122.21,356,1.0
1.8039,42,3.543726235741445,0.9657794676806084,900,3.422053231939163,37.77,-122.19,357,0.923
2.2562,39,5.007448789571694,1.111731843575419,1888,3.515828677839851,37.77,-122.2,358,0.948
2.0562,41,4.536656891495602,1.217008797653959,1024,3.002932551319648,37.77,-122.2,359,1.02
3.5398,52,5.437352245862884,1.047281323877069,1225,2.895981087470449,37.78,-122.2,360,1.584
3.1167,39,4.659574468085107,1.061170212765957,1071,2.848404255319149,37.78,-122.2,361,1.216
2.5401,50,4.939153439153439,1.066137566137566,1128,2.984126984126984,37.78,-122.2,362,1.291
2.898,43,5.020661157024794,1.037190082644628,1537,3.175619834710744,37.77,-122.2,363,1.214
2.3125,44,4.399491094147582,1.053435114503817,1240,3.155216284987278,37.78,-122.21,364,1.028
2.875,52,6.107142857142857,1.071428571428571,469,2.791666666666667,37.78,-122.19,365,1.6
3.3715,52,5.105882352941176,1.007058823529412,1086,2.555294117647059,37.77,-122.19,366,1.439
3.5114,52,5.585131894484412,1.067146282973621,1144,2.743405275779376,37.77,-122.19,367,1.512
4.3125,52,6.645333333333333,1.106666666666667,1109,2.957333333333333,37.78,-122.19,368,1.644
3.22,52,5.956639566395664,1.075880758807588,984,2.666666666666667,37.78,-122.19,369,1.565
3.875,33,3.021276595744681,0.6595744680851063,575,12.23404255319149,37.78,-122.18,370,2.25
5.2328,49,5.660287081339713,0.9808612440191388,496,2.373205741626794,37.78,-122.19,371,1.742
3.7262,52,5.631578947368421,1.015789473684211,555,2.921052631578947,37.78,-122.19,372,1.669
4.5893,45,5.400611620795107,1.015290519877676,869,2.657492354740061,37.78,-122.2,373,1.635
5.2578,39,5.820754716981132,0.8962264150943396,236,2.226415094339623,37.79,-122.18,374,2.53
7.0875,41,6.593457943925234,1.088785046728972,626,2.925233644859813,37.79,-122.18,375,2.407
3.9712,46,6.410334346504559,1.17629179331307,922,2.802431610942249,37.79,-122.18,376,2.081
2.9514,47,4.80078125,0.94921875,582,2.2734375,37.79,-122.19,377,1.981
2.6667,50,4.746268656716418,1.079601990049751,546,2.716417910447761,37.79,-122.19,378,1.728
5.4446,37,6.176691729323308,0.9849624060150376,620,2.330827067669173,37.81,-122.18,379,3.367
6.2838,34,6.948717948717949,1.0,442,2.266666666666667,37.8,-122.18,380,3.182
6.7527,23,7.064024390243903,1.024390243902439,955,2.911585365853659,37.8,-122.18,381,2.858
7.0712,24,7.589506172839506,0.9783950617283951,916,2.827160493827161,37.77,-122.13,382,2.93
5.9849,22,6.528723945094052,1.041179461108287,4985,2.534316217590239,37.79,-122.16,383,3.71
3.6875,42,5.707865168539326,0.9737827715355806,651,2.438202247191011,37.78,-122.17,384,1.573
2.875,30,4.731152204836415,1.061166429587482,1704,2.423897581792319,37.77,-122.17,385,1.353
3.4205,43,4.877149877149877,1.081081081081081,1085,2.665847665847666,37.78,-122.18,386,1.367
3.2984,50,5.78169014084507,1.133802816901408,713,2.51056338028169,37.78,-122.18,387,1.607
3.875,49,4.933701657458563,0.9779005524861878,468,2.585635359116022,37.78,-122.17,388,1.406
